时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-01-16,芯石半导体,先进制造,战略投资,1.68亿人民币,英唐智控,42000,先进制造、集成电路、新能源,芯石半导体是一家半导体功率器件研发商，主营产品：全系列肖特基二极管（SBD）、快恢复二极管（FRED）、场效应晶体管（MOSFET）碳化硅肖特基二极管 (SiC SBD)、绝缘栅双极型晶体管(IGBT)等器件及芯片。产品广泛应用于照明、通讯、计算机、家电、新能源汽车及充电装置、新能源发电及其它高功率电源等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-15,中利集团,先进制造,IPO上市后,1.87亿人民币,沙家浜,93500,先进制造、通信制造、电商零售,中利集团是一家光伏产品与光电缆研发商，产品经营范围已扩大至通信电缆、船用电缆、矿用电缆、铁路及轨道交通用电缆、电力电缆、新能源电缆、光缆、太阳能电池片及其组件、太阳能光伏发电站投资建设及运营、电子信息产品系列等多区域市场。,王柏兴 董事长 王柏兴先生，1956年10月10日出生，中国国籍，无境外居留权。大专学历，高级经济师，中共党员。现任中利科技集团股份有限公司董事长、中利腾晖光伏科技有限公司董事长、常熟市中联光电新材料有限责任公司董事长、常州船用电缆有限责任公司董事、深圳市中利科技有限公司董事长、青海中利光纤技术有限公司董事长、常熟利星光电科技有限公司董事长、江苏长飞中利光纤光缆有限公司董事长、中利科技集团（辽宁）有限公司执行董事、江苏中利电子信息科技有限公司董事长、宁夏中利科技有限公司执行董事、江苏中鼎房地产开发有限责任公司董事长兼总经理、上海网能电力发展有限公司董事长、苏南互联网证券服务有限公司董事长、中利万农技术有限公司董事长、上海康速金属材料有限公司董事。 
2021-01-12,沃特节能,企业服务,Pre-IPO,3.5亿人民币,,175000,企业服务、行业信息化及解决方案、解决方案,沃特节能是一家主要从事节能节电产品研发、生产、销售和技术服务的企业，通过EMC(合同能源管理) 模式为火电、水泥、钢铁、铝业、化工等高能耗企业提供节电解决方案。 公司在节能领域采用EMC模式。,李勋 董事长 郑州沃特节能科技股份有限公司董事长 
2021-01-12,Prolectric Services,先进制造,战略投资,275万英镑,Shawbrook Bank,12100,先进制造、新能源、新能源,Prolectric Services是一家英国离网可再生能源解决方案供应商，为英国一些基础设施，铁路和建筑项目提供太阳能照明，电源和安全解决方案。Prolectric为稳固的客户群（包括Skanska，Balfour Beatty和Costain Kier等一级公司）提供监视和控制门户。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-11,升华新材,先进制造,战略投资,2.72亿人民币,"富临精工, 宁德时代, 晨道投资",136000,先进制造、新能源、新材料,升华新材是一家锂电池正极材料研发商，集研发、生产、销售于一体，面向新能源汽车领域提供动力电池正极材料。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-08,Amp Solar Group,先进制造,战略投资,3.74亿美元,Carlyle Group,1215500,先进制造、新能源、新能源,Amp Solar Group是一个加拿大全球能源过渡平台，是全球可再生能源基础设施开发商和所有者。公司在全球范围内开发了超过1.8吉瓦的分布式和公用事业规模的可再生能源发电项目，混合发电与存储项目以及独立电池存储项目。其专有的数字能源平台Amp X还提供了包括智能变压器在内的多种可互操作解决方案组合，这些解决方案可实现实时自治管理以及对电网中所有形式的分布式发电和负荷的优化调度。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-06,Byton拜腾汽车,汽车交通,战略投资,未透露,富士康,50000,汽车交通、汽车制造、电动车,Byton拜腾汽车是一家智能电动汽车研发商，其产品中型豪华电动SUV，低配版会有四座版本，后排座空间比传统车延展了20厘米，车内每个人都配有类似iPhone大小的触屏屏幕。并且具有自动驾驶功能。,戴雷 首席执行官 戴雷（Daniel Kirchert），Future Mobility Corporation创始人及COO，前东风英菲尼迪总经理、华晨宝马高级副总裁。 毕福康(已离职) 原董事长 毕福康博士是世界著名的电动汽车专家，同时他也是行业难得的不仅在国际品牌任职过，也创立过电动车品牌的全球精英。 
2021-01-06,基本半导体,先进制造,B轮,数亿人民币,"闻泰科技（领投）, 深投控, 亦庄国投, 力合科创（力合创投）, 民和资本, 四海新材料",150000,先进制造、集成电路、新材料,基本半导体是中国第三代半导体行业领军企业，专业从事碳化硅功率器件的研发与产业化，基本半导体掌握国际领先的碳化硅核心技术，研发覆盖碳化硅功率器件的材料制备、芯片设计、制造工艺、封装测试、驱动应用等产业全链条，先后推出全电流电压等级碳化硅肖特基二极管、通过工业级可靠性测试的1200V碳化硅MOSFET、车规级全碳化硅功率模块等系列产品，性能达到国际先进水平，应用于新能源、电动汽车、智能电网、轨道交通、工业控制、国防军工等领域。,和巍巍 创始人  和巍巍，基本半导体创始人、总经理。和巍巍博士是国内电力电子行业知名专家，中国半导体行业协会理事，国家科技部、深圳市科创委专家评委，深圳市海外高层次人才。和巍巍博士本科毕业于清华大学电机工程系，获得剑桥大学工程系电子电子专业博士学位。他在电力电子器件、驱动及应用方面造诣深厚，是目前国内少数同时掌握碳化硅领域核心技术并具有丰富产业化经验的专业人士。 
2021-01-04,知能科技,先进制造,天使轮,数百万人民币,清华控股,3000,先进制造、新能源、新能源,知能科技是一家智慧风场科技公司，致力于将先进人工智能技术落地于风力发电领域，利用遥感卫星、地面气象站、激光测风雷达及风机运行状态等多维度数据的融合感知，结合深度学习算法，打造更懂风的智慧风场运维系统，解决目前风电行业内测风和预测功率准确率较低，发电稳定性不高，投资成本较大等问题，提高新能源的电网友好性，降低新能源投资成本，助力达成碳中和。,"刘得锐 CEO 刘得锐，南京知能科技创始人、CEO。本科毕业于多伦多大学工程科学-机器人工程专业。清华大学交叉信息研究院2018级硕士生。熟悉传统控制算法及基于人工智能的优化算法。负责公司的市场规划，业务经营及研发合作。 高杰 CTO 高杰，知能科技联合创始人、CTO。清华大学交叉信息研究院2017级计算机科学实验班""姚班""学生。毕业后将全职负责公司人工智能技术开发。 王鉴浩 创始人/技术顾问 王鉴浩，知能科技联合创始人/技术顾问。清华大学2015级计算机科学实验班""姚班""毕业生。清华大学交叉信息研究院在读博士生。主要研究方向为强化学习和多智能体强化学习，并在AAAI，ICLR等国际顶级学术会议发表论文并入选spotlight。 张崇洁 创始人/首席科学家 张崇洁，知能科技联合创始人/首席科学家。清华大学交叉信息研究院助理教授。加入清华之前在MIT的计算科学与人工智能实验室CSAIL任博士后。2017年加入清华交叉信息研究院建立机器智能实验室，其小组在Neurips，ICML，ICLR等国际顶级学术会议发表多篇论文。研究领域包括：人工智能，深度强化学习，多智能体系统，智能控制等。 展开全部 "
2020-12-31,中科富海,先进制造,B轮,未透露,"深创投, 中金佳成, 华融天泽-华融证券, 中金资本, 中关村新动能",15000,先进制造、新材料、解决方案,中科富海是一家低温装备制造企业。该公司致力推进我国深低温制冷技术的产业应用，以发展低温工程与制冷技术为基础，重点开发大型低温系统关键技术与产品，并为客户提供相关的解决方案。,朱诚 CEO 朱诚，为北京中科富海低温科技有限公司的CEO 
2020-12-31,阿穆尔天然气,先进制造,战略投资,300亿美元,"俄罗斯天然气工业股份公司（领投）, Gazprom Pererabotka Blagoveshchensk, Intesa Sanpaolo S.p.A, Sberbank, Crédit Agricole Corporate and Investment Bank",97500000,先进制造、新能源、新能源,阿穆尔天然气是一家位于俄罗斯的天然气加工厂商。2015年动工，设计产能为420亿立方米/每年。其原料是来自“西伯利亚力量”管道输送的天然气。加工厂包括六条天然气净化生产线，第一组两条生产线预计在2021年第二季度投产，2025年工厂将全面建成投产。阿穆尔天然气加工厂总承包商是西布尔集团旗下子公司Nipigaz。阿穆尔天然气化工厂项目投资额在9500亿卢布左右。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-31,Fluence,先进制造,战略投资,1.25亿美元,Qatar Investment Authority,650000,先进制造、新能源、新能源,Fluence是一家储能系统集成商和电力管理技术开发商，Fluence已经为众多客户部署了大约5千兆瓦的储能和管理系统。正在部署的电池技术能够与其他所需的技术相结合，从而为工业和社会提供所需的电力。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-29,森木磊石,先进制造,天使轮,600万人民币,英诺天使基金,3000,先进制造、新能源、新能源,森木磊石是一家特种电源研发商，致力于特种电源、电力电子、电力物联网技术，集创新、研发、制造、销售为一体。在硬件系统上，森木磊石凭借超过10年的技术积累研发出了PPEC。在软件系统上，森木磊石研发了图形化编译平台。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
